,Fire_department,region,start_date,start_time,end_date,end_time,borough,burned_forests1,burned_forests2,burned_forests3,burned_fields,burned_swamp,burned_Agricultural,burned_Agricultural2,burned_garbage_disposal_sites,firefighters,firefighters2,volunt_firefighters,military_forces,other_forces,Fire_trucks,other_fire_vehicles,fire_tankers,fire_equipent,helicopters,fire_plane_type1,fire_plane_type2,fire_plane_type3,fire_plane_type4,extinguish_time,extinguish_date,total_burned_acres
5392,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-06-15 00:00:00,2019-07-17 16:10:00,2018-06-15 00:00:00,2019-07-17 17:45:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0 days 01:35:00.000000000,0,2.0
5393,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-06-17 00:00:00,2019-07-17 15:23:00,2018-06-17 00:00:00,2019-07-17 16:05:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,0.3,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 00:42:00.000000000,0,0.3
5394,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-06-25 00:00:00,2019-07-17 16:50:00,2018-06-25 00:00:00,2019-07-17 17:10:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:20:00.000000000,0,0.0
5395,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-07-02 00:00:00,2019-07-17 12:45:00,2018-07-02 00:00:00,2019-07-17 14:30:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,0.1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:45:00.000000000,0,0.1
5396,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-07-18 00:00:00,2019-07-17 17:45:00,2018-07-18 00:00:00,2019-07-17 20:05:00,Δ. ΜΕΣΣΗΝΗΣ,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,1,1,0,0,0,0,0,0 days 02:20:00.000000000,0,0.0
5397,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-08-07 00:00:00,2019-07-17 11:40:00,2018-08-07 00:00:00,2019-07-17 21:20:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,0.15,0,0,7,0,0,0,0,4,5,0,1,0,0,0,0,0,0 days 09:40:00.000000000,0,0.15
5398,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-08-09 00:00:00,2019-07-17 16:15:00,2018-08-09 00:00:00,2019-07-17 17:10:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,0.1,0,0,3,0,0,0,2,2,0,0,1,0,0,0,0,0,0 days 00:55:00.000000000,0,0.1
5399,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-08-10 00:00:00,2019-07-17 12:38:00,2018-08-10 00:00:00,2019-07-17 13:20:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,0.1,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 00:42:00.000000000,0,0.1
5400,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-08-10 00:00:00,2019-07-17 06:30:00,2018-08-10 00:00:00,2019-07-17 07:20:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 00:50:00.000000000,0,0.0
5401,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-08-28 00:00:00,2019-07-17 19:25:00,2018-08-28 00:00:00,2019-07-17 19:40:00,Δ. ΜΕΣΣΗΝΗΣ,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0 days 00:15:00.000000000,0,0.0
5402,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-08-30 00:00:00,2019-07-17 14:29:00,2018-08-30 00:00:00,2019-07-17 15:30:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,2,0,0,3,0,0,0,2,2,1,0,0,0,0,0,0,0,0 days 01:01:00.000000000,0,2.0
5403,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-08-30 00:00:00,2019-07-17 16:59:00,2018-08-30 00:00:00,2019-07-17 17:35:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,0.5,0,0,4,0,0,0,2,2,2,0,0,0,0,0,0,0,0 days 00:36:00.000000000,0,0.5
5404,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-09-11 00:00:00,2019-07-17 13:13:00,2018-09-11 00:00:00,2019-07-17 13:32:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,0.1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 00:19:00.000000000,0,0.1
5405,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-09-17 00:00:00,2019-07-17 02:50:00,2018-09-17 00:00:00,2019-07-17 03:45:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,0.2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:55:00.000000000,0,0.2
5406,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-09-17 00:00:00,2019-07-17 23:45:00,2018-09-18 00:00:00,2019-07-17 00:25:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,-1 days +00:40:00.000000000,1,0.0
5407,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-09-26 00:00:00,2019-07-17 17:50:00,2018-09-26 00:00:00,2019-07-17 19:35:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,1,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 01:45:00.000000000,0,1.0
5408,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-10-05 00:00:00,2019-07-17 23:00:00,2018-10-06 00:00:00,2019-07-17 00:15:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,0.5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,-1 days +01:15:00.000000000,1,0.5
5409,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-10-13 00:00:00,2019-07-17 11:55:00,2018-10-13 00:00:00,2019-07-17 13:45:00,Δ. ΜΕΣΣΗΝΗΣ,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:50:00.000000000,0,0.0
5410,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-10-16 00:00:00,2019-07-17 12:30:00,2018-10-16 00:00:00,2019-07-17 12:45:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 00:15:00.000000000,0,1.0
5411,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-10-25 00:00:00,2019-07-17 15:45:00,2018-10-25 00:00:00,2019-07-17 16:20:00,Δ. ΚΑΛΑΜΑΤΑΣ,0,0,0,0,0,0.5,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 00:35:00.000000000,0,0.5
5412,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-11-02 00:00:00,2019-07-17 10:55:00,2018-11-02 00:00:00,2019-07-17 13:20:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,1.5,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 02:25:00.000000000,0,1.5
5413,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-11-02 00:00:00,2019-07-17 18:15:00,2018-11-02 00:00:00,2019-07-17 19:20:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,0.5,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:05:00.000000000,0,0.5
5414,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-11-04 00:00:00,2019-07-17 18:18:00,2018-11-04 00:00:00,2019-07-17 19:20:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:02:00.000000000,0,3.0
5415,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-11-05 00:00:00,2019-07-17 12:35:00,2018-11-05 00:00:00,2019-07-17 15:15:00,Δ. ΚΑΛΑΜΑΤΑΣ,0,0,0,0,5,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 02:40:00.000000000,0,5.0
5416,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-11-05 00:00:00,2019-07-17 17:55:00,2018-11-05 00:00:00,2019-07-17 20:30:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 02:35:00.000000000,0,1.0
5418,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-11-06 00:00:00,2019-07-17 18:25:00,2018-11-06 00:00:00,2019-07-17 19:45:00,Δ. ΜΕΣΣΗΝΗΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:20:00.000000000,0,0.0
5419,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-11-13 00:00:00,2019-07-17 10:05:00,2018-11-13 00:00:00,2019-07-17 10:50:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,0.1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 00:45:00.000000000,0,0.1
5420,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-11-15 00:00:00,2019-07-17 14:28:00,2018-11-15 00:00:00,2019-07-17 15:30:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:02:00.000000000,0,0.0
5421,Π.Κ. ΜΕΛΙΓΑΛΑ,ΜΕΣΣΗΝΙΑΣ,2018-11-26 00:00:00,2019-07-17 20:00:00,2018-11-26 00:00:00,2019-07-17 22:10:00,Δ. ΟΙΧΑΛΙΑΣ,0,0,0,0,0,0.15,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 02:10:00.000000000,0,0.15
5422,ΕΘ.Π.Κ. ΠΕΤΑΛΙΔΙΟΥ,ΜΕΣΣΗΝΙΑΣ,2018-03-06 00:00:00,2019-07-17 13:54:00,2018-03-06 00:00:00,2019-07-17 15:00:00,Δ. ΜΕΣΣΗΝΗΣ,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:06:00.000000000,0,0.0
5423,ΕΘ.Π.Κ. ΠΕΤΑΛΙΔΙΟΥ,ΜΕΣΣΗΝΙΑΣ,2018-03-10 00:00:00,2019-07-17 12:50:00,2018-03-10 00:00:00,2019-07-17 14:25:00,Δ. ΜΕΣΣΗΝΗΣ,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0 days 01:35:00.000000000,0,1.0
5424,ΕΘ.Π.Κ. ΠΕΤΑΛΙΔΙΟΥ,ΜΕΣΣΗΝΙΑΣ,2018-04-03 00:00:00,2019-07-17 12:10:00,2018-04-03 00:00:00,2019-07-17 14:10:00,Δ. ΜΕΣΣΗΝΗΣ,0,0,0,0,0,0.5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 02:00:00.000000000,0,0.5
5425,ΕΘ.Π.Κ. ΠΕΤΑΛΙΔΙΟΥ,ΜΕΣΣΗΝΙΑΣ,2018-04-14 00:00:00,2019-07-17 11:06:00,2018-04-14 00:00:00,2019-07-17 13:00:00,Δ. ΜΕΣΣΗΝΗΣ,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0 days 01:54:00.000000000,0,0.0
5426,ΕΘ.Π.Κ. ΠΕΤΑΛΙΔΙΟΥ,ΜΕΣΣΗΝΙΑΣ,2018-04-24 00:00:00,2019-07-17 20:40:00,2018-04-24 00:00:00,2019-07-17 21:50:00,Δ. ΚΑΛΑΜΑΤΑΣ,0,0,0,0,0,0,0,0,7,0,2,0,0,4,0,0,0,0,0,0,0,0,0 days 01:10:00.000000000,0,0.0
5428,ΕΘ.Π.Κ. ΠΕΤΑΛΙΔΙΟΥ,ΜΕΣΣΗΝΙΑΣ,2018-05-15 00:00:00,2019-07-17 19:40:00,2018-05-15 00:00:00,2019-07-17 20:10:00,Δ. ΜΕΣΣΗΝΗΣ,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0 days 00:30:00.000000000,0,0.0
5429,ΕΘ.Π.Κ. ΠΕΤΑΛΙΔΙΟΥ,ΜΕΣΣΗΝΙΑΣ,2018-08-13 00:00:00,2019-07-17 15:34:00,2018-08-13 00:00:00,2019-07-17 18:15:00,Δ. ΜΕΣΣΗΝΗΣ,0,0,0,0,0,2,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0 days 02:41:00.000000000,0,2.0
5430,ΕΘ.Π.Κ. ΠΕΤΑΛΙΔΙΟΥ,ΜΕΣΣΗΝΙΑΣ,2018-11-02 00:00:00,2019-07-17 17:46:00,2018-11-02 00:00:00,2019-07-17 22:15:00,Δ. ΜΕΣΣΗΝΗΣ,0,0,0,0,0,0,0,0,6,0,2,0,1,3,1,0,0,0,0,0,0,0,0 days 04:29:00.000000000,0,0.0
5431,ΕΘ.Π.Κ. ΠΕΤΑΛΙΔΙΟΥ,ΜΕΣΣΗΝΙΑΣ,2018-11-06 00:00:00,2019-07-17 15:10:00,2018-11-06 00:00:00,2019-07-17 17:30:00,Δ. ΜΕΣΣΗΝΗΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 02:20:00.000000000,0,0.0
5432,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-01-30 00:00:00,2019-07-17 14:12:00,2018-01-30 00:00:00,2019-07-17 14:35:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:23:00.000000000,0,0.0
5433,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-03-12 00:00:00,2019-07-17 19:08:00,2018-03-12 00:00:00,2019-07-17 20:30:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,1,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:22:00.000000000,0,2.0
5434,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-03-16 00:00:00,2019-07-17 15:18:00,2018-03-16 00:00:00,2019-07-17 16:30:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:12:00.000000000,0,0.0
5435,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-03-31 00:00:00,2019-07-17 20:20:00,2018-03-31 00:00:00,2019-07-17 22:05:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,4,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 01:45:00.000000000,0,4.0
5436,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-02 00:00:00,2019-07-17 18:30:00,2018-04-02 00:00:00,2019-07-17 19:25:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 00:55:00.000000000,0,0.0
5437,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-04 00:00:00,2019-07-17 13:15:00,2018-04-04 00:00:00,2019-07-17 13:45:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:30:00.000000000,0,0.0
5438,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-07 00:00:00,2019-07-17 19:55:00,2018-04-07 00:00:00,2019-07-17 20:35:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 00:40:00.000000000,0,0.0
5439,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-09 00:00:00,2019-07-17 11:30:00,2018-04-09 00:00:00,2019-07-17 12:50:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:20:00.000000000,0,0.0
5440,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-09 00:00:00,2019-07-17 20:08:00,2018-04-09 00:00:00,2019-07-17 21:50:00,Δ. ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:42:00.000000000,0,1.0
5441,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-12 00:00:00,2019-07-17 19:28:00,2018-04-12 00:00:00,2019-07-17 20:40:00,Δ. ΜΕΣΣΗΝΗΣ,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0 days 01:12:00.000000000,0,2.0
5442,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-14 00:00:00,2019-07-17 13:38:00,2018-04-14 00:00:00,2019-07-17 16:17:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,3,0,0,0,2,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 02:39:00.000000000,0,5.0
5443,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-14 00:00:00,2019-07-17 14:28:00,2018-04-14 00:00:00,2019-07-17 15:05:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:37:00.000000000,0,0.0
5444,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-15 00:00:00,2019-07-17 13:25:00,2018-04-15 00:00:00,2019-07-17 19:00:00,Δ. ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ,0,5,0,0,5,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0 days 05:35:00.000000000,0,10.0
5445,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-18 00:00:00,2019-07-17 18:00:00,2018-04-18 00:00:00,2019-07-17 20:20:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 02:20:00.000000000,0,0.0
5446,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-19 00:00:00,2019-07-17 10:23:00,2018-04-19 00:00:00,2019-07-17 11:55:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:32:00.000000000,0,0.0
5447,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-25 00:00:00,2019-07-17 12:09:00,2018-04-25 00:00:00,2019-07-17 14:29:00,Δ. ΜΕΣΣΗΝΗΣ,0,0,0,0,0,0.5,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 02:20:00.000000000,0,0.5
5448,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-25 00:00:00,2019-07-17 13:00:00,2018-04-25 00:00:00,2019-07-17 14:48:00,Δ. ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ,0,0,0,0,0,0.1,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 01:48:00.000000000,0,0.1
5449,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-25 00:00:00,2019-07-17 16:14:00,2018-04-25 00:00:00,2019-07-17 21:00:00,Δ. ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ,0,18,0,0,0,2,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0 days 04:46:00.000000000,0,20.0
5450,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-26 00:00:00,2019-07-17 20:22:00,2018-04-26 00:00:00,2019-07-17 22:40:00,Δ. ΜΕΣΣΗΝΗΣ,0,0,0,0,0,0.1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 02:18:00.000000000,0,0.1
5451,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-27 00:00:00,2019-07-17 00:23:00,2018-04-27 00:00:00,2019-07-17 01:20:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:57:00.000000000,0,0.0
5452,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-27 00:00:00,2019-07-17 16:58:00,2018-04-27 00:00:00,2019-07-17 22:15:00,Δ. ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ,0,4,0,0,0,0,0,0,6,0,1,0,0,3,1,0,0,0,0,0,0,0,0 days 05:17:00.000000000,0,4.0
5453,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-27 00:00:00,2019-07-17 18:00:00,2018-04-27 00:00:00,2019-07-17 19:30:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,0,0,0,0,0.03,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:30:00.000000000,0,0.03
5454,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-28 00:00:00,2019-07-17 12:28:00,2018-04-28 00:00:00,2019-07-17 13:25:00,Δ. ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:57:00.000000000,0,1.0
5455,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-28 00:00:00,2019-07-17 19:23:00,2018-04-28 00:00:00,2019-07-17 23:30:00,Δ. ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ,0,2,0,0,0,0,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0 days 04:07:00.000000000,0,2.0
5456,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-04-29 00:00:00,2019-07-17 14:43:00,2018-04-29 00:00:00,2019-07-17 16:00:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,0,0,0,0,0.5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:17:00.000000000,0,0.5
5457,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-05-03 00:00:00,2019-07-17 15:05:00,2018-05-03 00:00:00,2019-07-17 20:38:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,10,0,0,0,10,0,0,18,0,0,0,0,8,0,0,0,0,0,0,0,0,0 days 05:33:00.000000000,0,20.0
5458,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-05-04 00:00:00,2019-07-17 20:55:00,2018-05-04 00:00:00,2019-07-17 21:33:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:38:00.000000000,0,0.0
5459,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-05-05 00:00:00,2019-07-17 19:58:00,2018-05-05 00:00:00,2019-07-17 21:15:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:17:00.000000000,0,0.0
5460,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-05-09 00:00:00,2019-07-17 19:00:00,2018-05-09 00:00:00,2019-07-17 19:30:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:30:00.000000000,0,0.0
5461,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-05-27 00:00:00,2019-07-17 10:38:00,2018-05-27 00:00:00,2019-07-17 11:15:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,0,0,0,0,0.1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 00:37:00.000000000,0,0.1
5462,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-05-27 00:00:00,2019-07-17 12:29:00,2018-05-27 00:00:00,2019-07-17 14:34:00,Δ. ΤΡΙΦΥΛΛΙΑΣ,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 02:05:00.000000000,0,2.0
5463,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,2018-06-03 00:00:00,2019-07-17 06:02:00,2018-06-03 00:00:00,2019-07-17 07:20:00,Δ. ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ,0,0,0,0,0,0.01,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:18:00.000000000,0,0.01
